vt_group_no	transaction_id	hotel_id	ticket_id	ticketpriceschedule_id	channel_id	reseller_id	sale_price	Distributor_price	commission	commission_should_be
173649270848330	173649270848330002	7307	14165	358173	830	541	25.00	5.00	20.00	25
173649270848330	173649270848330002	7307	14165	358173	830	541	25.00	5.00	20.00	25
173581927558880	173581927558880010	8423	14153	450860	830	541	16.50	0.83	5.03	5
173591972105431	173591972105431003	6458	61395	414992	830	541	99.00	22.77	23.00	25
173591972105431	173591972105431003	6458	61395	414992	830	541	99.00	22.77	23.00	25
173618267688721	173618267688721001	6215	14258	437784	830	541	31.00	3.10	10.00	15
173684701726289	173684701726289008	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289008	6458	67436	415018	830	541	229.00	52.67	23.00	25
173667587980097	173667587980097002	8984	70902	339835	830	541	125.00	35.00	28.00	30
173626205319922	173626205319922001	8423	13928	339734	830	541	155.00	43.40	28.00	30
173581805711068	173581805711068005	8423	14153	450860	830	541	16.50	0.83	5.03	5
173643733998723	173643733998723001	8423	22578	339549	830	541	99.00	27.72	28.00	30
172752798054141	172752798054141003	6458	67436	415018	830	541	229.00	52.67	23.00	25
172752798054141	172752798054141003	6458	67436	415018	830	541	229.00	52.67	23.00	25
173617096671062	173617096671062002	7718	22886	339225	830	541	125.00	35.00	28.00	30
173617096671062	173617096671062002	7718	22886	339225	830	541	125.00	35.00	28.00	30
173589782733371	173589782733371002	6809	14228	442320	830	541	30.00	4.50	15.00	20
173592114504470	173592114504470004	7073	52867	421038	830	541	13.00	1.30	10.00	12
173592114504470	173592114504470004	7073	52867	421038	830	541	13.00	1.30	10.00	12
173239976615802	173239976615802005	9029	13916	339528	830	541	69.00	17.25	25.00	28
173582887936096	173582887936096001	6809	14231	366787	830	541	14.00	1.80	12.86	20
173696080947270	173696080947270003	8423	15566	428486	830	541	129.00	36.12	28.00	30
173634345443913	173634345443913004	8423	22578	339549	830	541	99.00	27.72	28.00	30
173585177733574	173585177733574004	7307	14159	362456	830	541	27.70	4.16	15.02	20
173585177733574	173585177733574004	7307	14159	362456	830	541	27.70	4.16	15.02	20
173581927558880	173581927558880009	8423	14153	450860	830	541	16.50	0.83	5.03	5
173582887936096	173582887936096009	6809	14231	366791	830	541	12.00	1.50	12.50	20
173634345443913	173634345443913003	8423	22578	339549	830	541	99.00	27.72	28.00	30
173610110172318	173610110172318003	6179	13796	314402	830	541	100.00	28.00	28.00	30
173618227315115	173618227315115004	8423	13928	428463	830	541	165.00	46.20	28.00	30
173626205319922	173626205319922030	8423	13928	339734	830	541	155.00	43.40	28.00	30
173642521322583	173642521322583003	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642521322583	173642521322583003	6458	61395	441999	830	541	99.00	22.77	23.00	25
173649270848330	173649270848330003	7307	14165	358174	830	541	10.00	2.00	20.00	25
173649270848330	173649270848330003	7307	14165	358174	830	541	10.00	2.00	20.00	25
173678237946411	173678237946411004	44629	13829	421828	830	541	95.00	15.00	15.79	25
173616776340544	173616776340544003	7220	14159	362455	830	541	17.40	2.61	15.00	20
173616776340544	173616776340544003	7220	14159	362455	830	541	17.40	2.61	15.00	20
173643733998723	173643733998723004	8423	22578	339551	830	541	89.00	24.92	28.00	30
173239976615802	173239976615802001	9029	13916	339528	830	541	69.00	17.25	25.00	28
173678610714720	173678610714720001	8423	13796	428277	830	541	115.00	32.20	28.00	30
173676801094486	173676801094486001	8423	15569	428491	830	541	99.00	27.72	28.00	30
173601486532556	173601486532556004	6953	50545	303561	830	541	38.00	3.80	10.00	0
173634345443913	173634345443913002	8423	22578	339549	830	541	99.00	27.72	28.00	30
173616776340544	173616776340544005	7220	14159	362456	830	541	27.70	4.16	15.02	20
173616776340544	173616776340544005	7220	14159	362456	830	541	27.70	4.16	15.02	20
171568170041785	171568170041785007	8423	13916	339528	830	541	69.00	19.32	28.00	30
173582887936096	173582887936096007	6809	14231	366787	830	541	14.00	1.80	12.86	20
173641792924442	173641792924442004	7307	52867	421038	830	541	13.00	1.30	10.00	12
173641792924442	173641792924442004	7307	52867	421038	830	541	13.00	1.30	10.00	12
173649270848330	173649270848330005	7307	14165	358174	830	541	10.00	2.00	20.00	25
173649270848330	173649270848330005	7307	14165	358174	830	541	10.00	2.00	20.00	25
173590472466212	173590472466212002	8423	13682	428253	830	541	47.00	13.16	28.00	30
173642595254803	173642595254803002	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642595254803	173642595254803002	6458	61395	441999	830	541	99.00	22.77	23.00	25
173531218718661	173531218718661004	8423	13832	339498	830	541	25.00	5.75	23.00	25
173626148569980	173626148569980002	8423	13928	339737	830	541	150.00	42.00	28.00	30
171568170041785	171568170041785002	8423	13916	339529	830	541	64.00	17.92	28.00	30
173610110172318	173610110172318002	6179	13796	314401	830	541	110.00	30.80	28.00	30
173626148569980	173626148569980004	8423	13928	339737	830	541	150.00	42.00	28.00	30
173601486532556	173601486532556008	6953	50545	303561	830	541	38.00	3.80	10.00	0
173650348518767	173650348518767003	8423	61384	428275	830	541	124.00	34.72	28.00	30
172752798054141	172752798054141002	6458	67436	415018	830	541	229.00	52.67	23.00	25
172752798054141	172752798054141002	6458	67436	415018	830	541	229.00	52.67	23.00	25
173594079023531	173594079023531003	7031	50545	303561	830	541	38.00	3.80	10.00	15
173594079023531	173594079023531003	7031	50545	303561	830	541	38.00	3.80	10.00	15
173696080947270	173696080947270002	8423	15566	428486	830	541	129.00	36.12	28.00	30
173600220495806	173600220495806002	6458	67436	415018	830	541	229.00	52.67	23.00	25
173600220495806	173600220495806002	6458	67436	415018	830	541	229.00	52.67	23.00	25
173642521322583	173642521322583002	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642521322583	173642521322583002	6458	61395	441999	830	541	99.00	22.77	23.00	25
173582887936096	173582887936096002	6809	14231	366787	830	541	14.00	1.80	12.86	20
173618227315115	173618227315115002	8423	13928	428463	830	541	165.00	46.20	28.00	30
173616776340544	173616776340544006	7220	14159	362456	830	541	27.70	4.16	15.02	20
173616776340544	173616776340544006	7220	14159	362456	830	541	27.70	4.16	15.02	20
173693980937227	173693980937227004	8423	15569	428492	830	541	89.00	24.92	28.00	30
173641792924442	173641792924442003	7307	52867	421038	830	541	13.00	1.30	10.00	12
173641792924442	173641792924442003	7307	52867	421038	830	541	13.00	1.30	10.00	12
173694120033308	173694120033308003	8423	15566	428489	830	541	124.00	34.72	28.00	30
173582887936096	173582887936096006	6809	14231	366787	830	541	14.00	1.80	12.86	20
173582647192155	173582647192155004	7406	14153	450860	830	541	16.50	0.83	5.03	5
173531218718661	173531218718661001	8423	13832	339497	830	541	30.00	6.90	23.00	25
173592047756025	173592047756025004	6458	61395	414992	830	541	99.00	22.77	23.00	25
173592047756025	173592047756025004	6458	61395	414992	830	541	99.00	22.77	23.00	25
173459438839482	173459438839482001	7130	14165	358173	830	541	25.00	5.00	20.00	25
173459438839482	173459438839482001	7130	14165	358173	830	541	25.00	5.00	20.00	25
173617096671062	173617096671062001	7718	22886	339225	830	541	125.00	35.00	28.00	30
173617096671062	173617096671062001	7718	22886	339225	830	541	125.00	35.00	28.00	30
173651924401563	173651924401563004	8423	13832	428403	830	541	27.00	6.21	23.00	25
173618227315115	173618227315115001	8423	13928	428463	830	541	165.00	46.20	28.00	30
173585177733574	173585177733574002	7307	14159	362454	830	541	17.40	2.61	15.00	20
173585177733574	173585177733574002	7307	14159	362454	830	541	17.40	2.61	15.00	20
173591152999678	173591152999678005	7100	14153	450860	830	541	16.50	0.83	5.03	5
173668392359079	173668392359079006	7679	13817	384499	830	541	38.00	9.50	25.00	0
173694120033308	173694120033308001	8423	15566	428486	830	541	129.00	36.12	28.00	30
173667689794993	173667689794993002	7220	50545	303560	830	541	42.00	4.20	10.00	15
173667689794993	173667689794993002	7220	50545	303560	830	541	42.00	4.20	10.00	15
173642521322583	173642521322583001	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642521322583	173642521322583001	6458	61395	441999	830	541	99.00	22.77	23.00	25
173650348518767	173650348518767001	8423	61384	428273	830	541	129.00	36.12	28.00	30
173634015879000	173634015879000005	6458	61395	414992	830	541	99.00	22.77	23.00	25
173634015879000	173634015879000005	6458	61395	414992	830	541	99.00	22.77	23.00	25
173626205319922	173626205319922003	8423	13928	339734	830	541	155.00	43.40	28.00	30
173592047756025	173592047756025002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173592047756025	173592047756025002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173651924401563	173651924401563002	8423	13832	428401	830	541	25.00	5.75	23.00	25
173632716005321	173632716005321005	6458	61395	414992	830	541	99.00	22.77	23.00	25
173632716005321	173632716005321005	6458	61395	414992	830	541	99.00	22.77	23.00	25
173687311419209	173687311419209001	8423	13799	428289	830	541	129.00	36.12	28.00	30
173617096671062	173617096671062006	7718	22886	339225	830	541	125.00	35.00	28.00	30
173617096671062	173617096671062006	7718	22886	339225	830	541	125.00	35.00	28.00	30
173693980937227	173693980937227003	8423	15569	428492	830	541	89.00	24.92	28.00	30
173650348518767	173650348518767002	8423	61384	428275	830	541	124.00	34.72	28.00	30
173686944674792	173686944674792004	45492	14153	450860	830	541	16.50	0.83	5.03	5
173592179073819	173592179073819001	6809	17618	303487	830	541	57.00	5.70	10.00	15
173634015879000	173634015879000002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173634015879000	173634015879000002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173678610714720	173678610714720002	8423	13796	428278	830	541	105.00	29.40	28.00	30
173696080947270	173696080947270001	8423	15566	428486	830	541	129.00	36.12	28.00	30
173635677424920	173635677424920001	8423	15599	428520	830	541	114.00	31.92	28.00	30
173651924401563	173651924401563001	8423	13832	428401	830	541	25.00	5.75	23.00	25
173239976615802	173239976615802004	9029	13916	339528	830	541	69.00	17.25	25.00	28
173643733998723	173643733998723002	8423	22578	339549	830	541	99.00	27.72	28.00	30
172752798054141	172752798054141006	6458	67436	415018	830	541	229.00	52.67	23.00	25
172752798054141	172752798054141006	6458	67436	415018	830	541	229.00	52.67	23.00	25
173618199031270	173618199031270004	8423	13682	428250	830	541	50.00	14.00	28.00	30
173590472466212	173590472466212001	8423	13682	428250	830	541	50.00	14.00	28.00	30
173581410600137	173581410600137001	6809	15827	303497	830	541	33.00	3.30	10.00	15
173239976615802	173239976615802010	9029	13916	339528	830	541	69.00	17.25	25.00	28
173641792924442	173641792924442005	7307	52867	421038	830	541	13.00	1.30	10.00	12
173641792924442	173641792924442005	7307	52867	421038	830	541	13.00	1.30	10.00	12
173642595254803	173642595254803001	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642595254803	173642595254803001	6458	61395	441999	830	541	99.00	22.77	23.00	25
173650348518767	173650348518767010	8423	61384	428273	830	541	129.00	36.12	28.00	30
173591561823082	173591561823082001	8423	15599	339927	830	541	110.00	30.80	28.00	30
173601536597537	173601536597537007	6953	14153	450860	830	541	16.50	0.83	5.03	0
173618227315115	173618227315115003	8423	13928	428463	830	541	165.00	46.20	28.00	30
173601486532556	173601486532556006	6953	50545	303561	830	541	38.00	3.80	10.00	0
173581410600137	173581410600137005	6809	15827	303497	830	541	33.00	3.30	10.00	15
173676549607153	173676549607153001	8423	15569	428494	830	541	94.00	26.32	28.00	30
173617096671062	173617096671062003	7718	22886	339225	830	541	125.00	35.00	28.00	30
173617096671062	173617096671062003	7718	22886	339225	830	541	125.00	35.00	28.00	30
173642521322583	173642521322583005	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642521322583	173642521322583005	6458	61395	441999	830	541	99.00	22.77	23.00	25
173687311419209	173687311419209003	8423	13799	428290	830	541	119.00	33.32	28.00	30
173668392359079	173668392359079005	7679	13817	384499	830	541	38.00	9.50	25.00	0
173667689794993	173667689794993001	7220	50545	303560	830	541	42.00	4.20	10.00	15
173667689794993	173667689794993001	7220	50545	303560	830	541	42.00	4.20	10.00	15
173626205319922	173626205319922002	8423	13928	339734	830	541	155.00	43.40	28.00	30
173601486532556	173601486532556003	6953	50545	303560	830	541	42.00	4.20	10.00	0
173581410600137	173581410600137002	6809	15827	303497	830	541	33.00	3.30	10.00	15
173583876282710	173583876282710003	8423	15569	428494	830	541	94.00	26.32	28.00	30
173583876282710	173583876282710001	8423	15569	428491	830	541	99.00	27.72	28.00	30
173634015879000	173634015879000001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173634015879000	173634015879000001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173585177733574	173585177733574005	7307	14159	362456	830	541	27.70	4.16	15.02	20
173585177733574	173585177733574005	7307	14159	362456	830	541	27.70	4.16	15.02	20
173581410600137	173581410600137004	6809	15827	303497	830	541	33.00	3.30	10.00	15
173693510836790	173693510836790003	8423	13682	428250	830	541	50.00	14.00	28.00	30
173693980937227	173693980937227001	8423	15569	428491	830	541	99.00	27.72	28.00	30
173582887936096	173582887936096008	6809	14231	366789	830	541	7.00	0.90	12.86	20
173695970551238	173695970551238001	8423	15590	428505	830	541	119.00	33.32	28.00	30
173649270848330	173649270848330001	7307	14165	358173	830	541	25.00	5.00	20.00	25
173649270848330	173649270848330001	7307	14165	358173	830	541	25.00	5.00	20.00	25
173615741734322	173615741734322001	8423	13832	339497	830	541	30.00	6.90	23.00	25
173678113374262	173678113374262002	8423	13928	428466	830	541	160.00	44.80	28.00	30
173676315556522	173676315556522002	7718	13796	314401	830	541	110.00	30.80	28.00	30
173676315556522	173676315556522002	7718	13796	314401	830	541	110.00	30.80	28.00	30
173608957444730	173608957444730004	7130	14159	362454	830	541	17.40	2.61	15.00	20
173608957444730	173608957444730004	7130	14159	362454	830	541	17.40	2.61	15.00	20
173676315556522	173676315556522001	7718	13796	314401	830	541	110.00	30.80	28.00	30
173676315556522	173676315556522001	7718	13796	314401	830	541	110.00	30.80	28.00	30
173601536597537	173601536597537004	6953	14153	450860	830	541	16.50	0.83	5.03	0
173617096671062	173617096671062005	7718	22886	339225	830	541	125.00	35.00	28.00	30
173617096671062	173617096671062005	7718	22886	339225	830	541	125.00	35.00	28.00	30
173684701726289	173684701726289003	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289003	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289002	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289002	6458	67436	415018	830	541	229.00	52.67	23.00	25
173618199031270	173618199031270002	8423	13682	428250	830	541	50.00	14.00	28.00	30
173694120033308	173694120033308002	8423	15566	428487	830	541	119.00	33.32	28.00	30
173591972105431	173591972105431002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173591972105431	173591972105431002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173581410600137	173581410600137006	6809	15827	303497	830	541	33.00	3.30	10.00	15
173667689794993	173667689794993004	7220	50545	303560	830	541	42.00	4.20	10.00	15
173667689794993	173667689794993004	7220	50545	303560	830	541	42.00	4.20	10.00	15
173589782733371	173589782733371001	6809	14228	442320	830	541	30.00	4.50	15.00	20
173572234963279	173572234963279002	7307	50545	303560	830	541	42.00	4.20	10.00	15
173572234963279	173572234963279002	7307	50545	303560	830	541	42.00	4.20	10.00	15
173572696226118	173572696226118005	6959	14153	450860	830	541	16.50	0.83	5.03	5
173592047756025	173592047756025001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173592047756025	173592047756025001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173581927558880	173581927558880011	8423	14153	450860	830	541	16.50	0.83	5.03	5
173695970551238	173695970551238002	8423	15590	428505	830	541	119.00	33.32	28.00	30
173693510836790	173693510836790002	8423	13682	428250	830	541	50.00	14.00	28.00	30
173591972105431	173591972105431001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173591972105431	173591972105431001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173374312820583	173374312820583006	8423	23158	339754	830	541	72.00	20.16	28.00	30
173591152999678	173591152999678004	7100	14153	450860	830	541	16.50	0.83	5.03	5
173601536597537	173601536597537008	6953	14153	450860	830	541	16.50	0.83	5.03	0
173594079023531	173594079023531002	7031	50545	303560	830	541	42.00	4.20	10.00	15
173594079023531	173594079023531002	7031	50545	303560	830	541	42.00	4.20	10.00	15
173643733998723	173643733998723003	8423	22578	339551	830	541	89.00	24.92	28.00	30
173626148569980	173626148569980030	8423	13928	339737	830	541	150.00	42.00	28.00	30
173632716005321	173632716005321002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173632716005321	173632716005321002	6458	61395	414992	830	541	99.00	22.77	23.00	25
173582887936096	173582887936096005	6809	14231	366787	830	541	14.00	1.80	12.86	20
173672052547110	173672052547110001	44587	13982	428772	830	541	229.00	57.25	25.00	20
173626205319922	173626205319922029	8423	13928	339734	830	541	155.00	43.40	28.00	30
173572234963279	173572234963279001	7307	50545	303560	830	541	42.00	4.20	10.00	15
173572234963279	173572234963279001	7307	50545	303560	830	541	42.00	4.20	10.00	15
171568170041785	171568170041785008	8423	13916	339529	830	541	64.00	17.92	28.00	30
173664356104165	173664356104165001	6179	13928	428463	830	541	165.00	46.20	28.00	30
173626205319922	173626205319922032	8423	13928	339734	830	541	155.00	43.40	28.00	30
173684701726289	173684701726289007	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289007	6458	67436	415018	830	541	229.00	52.67	23.00	25
173667689794993	173667689794993003	7220	50545	303560	830	541	42.00	4.20	10.00	15
173667689794993	173667689794993003	7220	50545	303560	830	541	42.00	4.20	10.00	15
173684701726289	173684701726289004	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289004	6458	67436	415018	830	541	229.00	52.67	23.00	25
173668392359079	173668392359079002	7679	13817	384498	830	541	48.00	12.00	25.00	0
173601486532556	173601486532556005	6953	50545	303561	830	541	38.00	3.80	10.00	0
173642521322583	173642521322583006	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642521322583	173642521322583006	6458	61395	441999	830	541	99.00	22.77	23.00	25
173583876282710	173583876282710002	8423	15569	428491	830	541	99.00	27.72	28.00	30
173581253138051	173581253138051002	8423	13928	339737	830	541	150.00	42.00	28.00	30
173632716005321	173632716005321001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173632716005321	173632716005321001	6458	61395	414992	830	541	99.00	22.77	23.00	25
173643733998723	173643733998723021	8423	22578	339549	830	541	99.00	27.72	28.00	30
173374312820583	173374312820583001	8423	23158	339754	830	541	72.00	20.16	28.00	30
171568170041785	171568170041785001	8423	13916	339528	830	541	69.00	19.32	28.00	30
173581238226785	173581238226785001	8423	13682	206384	830	541	49.00	13.72	28.00	30
173582887936096	173582887936096004	6809	14231	366787	830	541	14.00	1.80	12.86	20
173239976615802	173239976615802014	9029	13916	339528	830	541	69.00	17.25	25.00	28
173634783967200	173634783967200001	7073	14228	442335	830	541	30.00	4.50	15.00	20
173634783967200	173634783967200001	7073	14228	442335	830	541	30.00	4.50	15.00	20
173591152999678	173591152999678003	7100	14153	450860	830	541	16.50	0.83	5.03	5
173582647192155	173582647192155003	7406	14153	450860	830	541	16.50	0.83	5.03	5
173652551388432	173652551388432001	8984	13928	339734	830	541	155.00	43.40	28.00	30
173618199031270	173618199031270001	8423	13682	428250	830	541	50.00	14.00	28.00	30
173667587980097	173667587980097001	8984	70902	339835	830	541	125.00	35.00	28.00	30
173678237946411	173678237946411003	44629	13829	421828	830	541	95.00	15.00	15.79	25
173618199031270	173618199031270003	8423	13682	428250	830	541	50.00	14.00	28.00	30
173583086533923	173583086533923005	8423	14153	450860	830	541	16.50	0.83	5.03	5
173601536597537	173601536597537006	6953	14153	450860	830	541	16.50	0.83	5.03	0
173583086533923	173583086533923003	8423	14153	450860	830	541	16.50	0.83	5.03	5
173626205319922	173626205319922031	8423	13928	339734	830	541	155.00	43.40	28.00	30
173676549607153	173676549607153002	8423	15569	428494	830	541	94.00	26.32	28.00	30
173601536597537	173601536597537005	6953	14153	450860	830	541	16.50	0.83	5.03	0
173626148569980	173626148569980032	8423	13928	339737	830	541	150.00	42.00	28.00	30
173531218718661	173531218718661003	8423	13832	339498	830	541	25.00	5.75	23.00	25
173572234963279	173572234963279003	7307	50545	303560	830	541	42.00	4.20	10.00	15
173572234963279	173572234963279003	7307	50545	303560	830	541	42.00	4.20	10.00	15
173643733998723	173643733998723023	8423	22578	339551	830	541	89.00	24.92	28.00	30
173693510836790	173693510836790004	8423	13682	428250	830	541	50.00	14.00	28.00	30
173591512904691	173591512904691001	8423	13928	339734	830	541	155.00	43.40	28.00	30
173652551388432	173652551388432008	8984	13928	339734	830	541	155.00	43.40	28.00	30
173592114504470	173592114504470003	7073	52867	421038	830	541	13.00	1.30	10.00	12
173592114504470	173592114504470003	7073	52867	421038	830	541	13.00	1.30	10.00	12
173651924401563	173651924401563003	8423	13832	428403	830	541	27.00	6.21	23.00	25
173643733998723	173643733998723024	8423	22578	339551	830	541	89.00	24.92	28.00	30
172752798054141	172752798054141005	6458	67436	415018	830	541	229.00	52.67	23.00	25
172752798054141	172752798054141005	6458	67436	415018	830	541	229.00	52.67	23.00	25
173642521322583	173642521322583004	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642521322583	173642521322583004	6458	61395	441999	830	541	99.00	22.77	23.00	25
172752798054141	172752798054141004	6458	67436	415018	830	541	229.00	52.67	23.00	25
172752798054141	172752798054141004	6458	67436	415018	830	541	229.00	52.67	23.00	25
173687311419209	173687311419209002	8423	13799	428289	830	541	129.00	36.12	28.00	30
173592047756025	173592047756025003	6458	61395	414992	830	541	99.00	22.77	23.00	25
173592047756025	173592047756025003	6458	61395	414992	830	541	99.00	22.77	23.00	25
173601486532556	173601486532556002	6953	50545	303560	830	541	42.00	4.20	10.00	0
173649270848330	173649270848330004	7307	14165	358174	830	541	10.00	2.00	20.00	25
173649270848330	173649270848330004	7307	14165	358174	830	541	10.00	2.00	20.00	25
173643733998723	173643733998723022	8423	22578	339549	830	541	99.00	27.72	28.00	30
173642521322583	173642521322583007	6458	61395	441999	830	541	99.00	22.77	23.00	25
173642521322583	173642521322583007	6458	61395	441999	830	541	99.00	22.77	23.00	25
173592107806319	173592107806319004	7073	14153	450860	830	541	16.50	0.83	5.03	5
173592107806319	173592107806319004	7073	14153	450860	830	541	16.50	0.83	5.03	5
173626148569980	173626148569980003	8423	13928	339737	830	541	150.00	42.00	28.00	30
173626148569980	173626148569980031	8423	13928	339737	830	541	150.00	42.00	28.00	30
173634345443913	173634345443913001	8423	22578	339549	830	541	99.00	27.72	28.00	30
173610110172318	173610110172318001	6179	13796	314401	830	541	110.00	30.80	28.00	30
172752798054141	172752798054141001	6458	67436	415018	830	541	229.00	52.67	23.00	25
172752798054141	172752798054141001	6458	67436	415018	830	541	229.00	52.67	23.00	25
173668392359079	173668392359079003	7679	13817	384498	830	541	48.00	12.00	25.00	0
173668392359079	173668392359079004	7679	13817	384499	830	541	38.00	9.50	25.00	0
173626148569980	173626148569980029	8423	13928	339737	830	541	150.00	42.00	28.00	30
173626148569980	173626148569980001	8423	13928	339737	830	541	150.00	42.00	28.00	30
173239976615802	173239976615802013	9029	13916	339528	830	541	69.00	17.25	25.00	28
173684701726289	173684701726289001	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289001	6458	67436	415018	830	541	229.00	52.67	23.00	25
173598640366521	173598640366521004	47586	14153	450860	830	541	16.50	0.83	5.03	5
173616776340544	173616776340544004	7220	14159	362455	830	541	17.40	2.61	15.00	20
173616776340544	173616776340544004	7220	14159	362455	830	541	17.40	2.61	15.00	20
173592179073819	173592179073819002	6809	17618	303488	830	541	53.00	5.30	10.00	15
173684701726289	173684701726289006	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289006	6458	67436	415018	830	541	229.00	52.67	23.00	25
173581253138051	173581253138051001	8423	13928	339734	830	541	155.00	43.40	28.00	30
173600220495806	173600220495806001	6458	67436	415018	830	541	229.00	52.67	23.00	25
173600220495806	173600220495806001	6458	67436	415018	830	541	229.00	52.67	23.00	25
173683945340347	173683945340347002	6809	14474	390154	830	541	22.10	2.21	10.00	15
173693980937227	173693980937227002	8423	15569	428491	830	541	99.00	27.72	28.00	30
173632716005321	173632716005321006	6458	61395	414992	830	541	99.00	22.77	23.00	25
173632716005321	173632716005321006	6458	61395	414992	830	541	99.00	22.77	23.00	25
173668392359079	173668392359079001	7679	13817	384498	830	541	48.00	12.00	25.00	0
173693510836790	173693510836790001	8423	13682	428250	830	541	50.00	14.00	28.00	30
173459438839482	173459438839482002	7130	14165	358174	830	541	10.00	2.00	20.00	25
173459438839482	173459438839482002	7130	14165	358174	830	541	10.00	2.00	20.00	25
173687075452672	173687075452672001	14486	15599	339927	830	541	110.00	30.80	28.00	30
173585177733574	173585177733574001	7307	14159	362454	830	541	17.40	2.61	15.00	20
173585177733574	173585177733574001	7307	14159	362454	830	541	17.40	2.61	15.00	20
173594079023531	173594079023531001	7031	50545	303560	830	541	42.00	4.20	10.00	15
173594079023531	173594079023531001	7031	50545	303560	830	541	42.00	4.20	10.00	15
173581805711068	173581805711068004	8423	14153	450860	830	541	16.50	0.83	5.03	5
173573896890004	173573896890004003	7130	14159	362455	830	541	17.40	2.61	15.00	20
173573896890004	173573896890004003	7130	14159	362455	830	541	17.40	2.61	15.00	20
173591972105431	173591972105431004	6458	61395	414992	830	541	99.00	22.77	23.00	25
173591972105431	173591972105431004	6458	61395	414992	830	541	99.00	22.77	23.00	25
173531218718661	173531218718661002	8423	13832	339497	830	541	30.00	6.90	23.00	25
173626205319922	173626205319922004	8423	13928	339734	830	541	155.00	43.40	28.00	30
173635677424920	173635677424920014	8423	15590	428508	830	541	114.00	31.92	28.00	30
173618267688721	173618267688721002	6215	14258	437784	830	541	31.00	3.10	10.00	15
173650348518767	173650348518767012	8423	61384	428275	830	541	124.00	34.72	28.00	30
173634015879000	173634015879000006	6458	61395	414992	830	541	99.00	22.77	23.00	25
173634015879000	173634015879000006	6458	61395	414992	830	541	99.00	22.77	23.00	25
173585177733574	173585177733574003	7307	14159	362454	830	541	17.40	2.61	15.00	20
173585177733574	173585177733574003	7307	14159	362454	830	541	17.40	2.61	15.00	20
173687075452672	173687075452672002	14486	15599	339927	830	541	110.00	30.80	28.00	30
173601486532556	173601486532556001	6953	50545	303560	830	541	42.00	4.20	10.00	0
173581410600137	173581410600137003	6809	15827	303497	830	541	33.00	3.30	10.00	15
173635677424920	173635677424920002	8423	15599	428520	830	541	114.00	31.92	28.00	30
173686944674792	173686944674792005	45492	14153	450860	830	541	16.50	0.83	5.03	5
173684701726289	173684701726289005	6458	67436	415018	830	541	229.00	52.67	23.00	25
173684701726289	173684701726289005	6458	67436	415018	830	541	229.00	52.67	23.00	25
173581238226785	173581238226785002	8423	13682	206390	830	541	46.00	12.88	28.00	30
173664356104165	173664356104165002	6179	13928	428463	830	541	165.00	46.20	28.00	30
173650348518767	173650348518767011	8423	61384	428275	830	541	124.00	34.72	28.00	30
173581927558880	173581927558880012	8423	14153	450860	830	541	16.50	0.83	5.03	5
173617096671062	173617096671062004	7718	22886	339225	830	541	125.00	35.00	28.00	30
173617096671062	173617096671062004	7718	22886	339225	830	541	125.00	35.00	28.00	30
173618267688721	173618267688721003	6215	14258	437784	830	541	31.00	3.10	10.00	15
173618267688721	173618267688721004	6215	14258	437784	830	541	31.00	3.10	10.00	15
173634783967200	173634783967200002	7073	14228	442335	830	541	30.00	4.50	15.00	20
173634783967200	173634783967200002	7073	14228	442335	830	541	30.00	4.50	15.00	20
173678113374262	173678113374262001	8423	13928	428466	830	541	160.00	44.80	28.00	30
173672052547110	173672052547110002	44587	13982	428772	830	541	229.00	57.25	25.00	20
173635677424920	173635677424920013	8423	15590	428508	830	541	114.00	31.92	28.00	30
173683945340347	173683945340347001	6809	14474	390154	830	541	22.10	2.21	10.00	15
